,sale_price,features,prediction
88,649000,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",661378.4040575586
89,649000,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",657021.3095072852
90,649000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",660065.8449783237
91,649900,"[0.0,1986.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",815682.5973939435
92,650000,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",900729.8673511259
93,650000,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",900729.8673511259
94,650000,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",611353.2774417102
95,650000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",612875.5451772292
96,650000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615920.0806482676
97,650000,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",628098.2225324214
98,650000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",655499.0417717663
99,650000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",667677.1836559195
100,650000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",669199.451391439
101,650000,"[0.0,1966.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",670721.7191269579
102,650000,"[0.0,1971.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",678333.0578045538
103,650000,"[0.0,1973.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",681377.5932755922
104,650000,"[0.0,1980.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",692033.4674242265
105,650000,"[498.0,1968.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",686179.2324141013
106,650000,"[720.0,1910.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",598037.4705809401
107,651000,"[0.0,2000.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",836994.345691212
108,651750,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",663110.3804493621
109,652000,"[0.0,1977.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",687466.664217669
110,652000,"[496.0,1984.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",710534.1669317149
111,652500,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",663110.3804493621
112,654500,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",664632.6481848815
113,654500,"[0.0,1980.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",692033.4674242265
114,655000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",600697.403293076
115,655000,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",606786.4742351528
116,655000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615920.0806482676
117,655000,"[0.0,1964.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",782192.7072125217
118,655000,"[548.0,1985.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",712091.5151852584
119,655000,"[593.0,1986.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",713644.1410613754
120,658000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615920.0806482676
121,658630,"[771.0,2007.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",745731.8468189775
122,660000,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",657021.3095072852
123,660000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",667677.1836559195
124,660000,"[0.0,1974.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",682899.8610111112
125,660000,"[366.0,1903.0,2.0,2.0,7.0,3.0,10.0,10.0,1.0]",909754.3055820256
126,660000,"[496.0,2006.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",744024.0571131366
127,660000,"[521.0,1988.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",716640.1035074568
128,661963,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",611353.2774417102
129,662500,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",631142.7580034593
130,665000,"[0.0,1938.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",628098.2225324214
131,665000,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",629620.4902679403
132,665000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",660065.8449783237
133,665000,"[0.0,1971.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",678333.0578045538
134,666250,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",585474.7259378843
135,669888,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",638544.3880247711
136,670000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",668989.7427351545
137,670000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",612875.5451772292
138,670000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",660065.8449783237
139,670000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666154.9159204005
140,670000,"[0.0,1966.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",670721.7191269579
141,670000,"[589.0,1989.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",718208.245766547
142,672000,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",617442.3483837871
143,674845,"[380.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",759168.4779281197
144,675000,"[0.0,1890.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",555029.371227501
145,675000,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",885507.1899959343
146,675000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",668989.7427351545
147,675000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",614397.8129127487
148,675000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615920.0806482676
149,675000,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",650932.2385652089
150,675000,"[0.0,1954.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",652454.5063007278
151,675000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",655499.0417717663
152,675000,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",657021.3095072852
153,675000,"[0.0,1958.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",658543.5772428047
154,675000,"[0.0,1971.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",678333.0578045538
155,675000,"[0.0,1979.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",690511.1996887075
156,675000,"[0.0,1985.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",699644.8061018223
157,675000,"[438.0,1987.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",715061.8418681682
158,675000,"[442.0,1911.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",599372.192470097
159,680000,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",593086.0646154801
160,680000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",661588.1127138431
161,680000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",669199.451391439
162,680000,"[0.0,1966.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",670721.7191269579
163,680000,"[481.0,1903.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",587220.3609744622
164,680000,"[545.0,1960.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",674032.7979212394
165,682500,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",653767.0653799628
166,685000,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",885507.1899959343
167,685000,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",596130.6000865186
168,685000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615920.0806482676
169,685000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",661588.1127138431
170,685000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",663110.3804493621
171,685000,"[0.0,1969.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",675288.5223335153
172,685000,"[431.0,2007.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",745502.4742011251
173,685000,"[860.0,1900.0,2.0,2.0,7.0,3.0,10.0,10.0,1.0]",905520.7672967017
174,687000,"[0.0,1901.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",640066.6557602901
175,687000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",655499.0417717663
176,688000,"[648.0,1910.0,2.0,2.0,7.0,3.0,10.0,10.0,1.0]",920600.4240784086
177,690000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",668989.7427351545
178,690000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",612875.5451772292
179,690000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",661588.1127138431
180,690000,"[0.0,1972.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",679855.3255400732
181,693000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615920.0806482676
182,693300,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",638544.3880247711
183,695000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",600697.403293076
184,695000,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",617442.3483837871
185,695000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",660065.8449783237
186,695000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",664632.6481848815
187,695000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666154.9159204005
188,695000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",667677.1836559195
189,695000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",667677.1836559195
190,695000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",667677.1836559195
191,695000,"[522.0,1980.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",704462.6362486505
192,695000,"[642.0,1964.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",680187.3075219383
193,698000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",661588.1127138431
194,699000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",668989.7427351545
195,699000,"[0.0,1928.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",681167.8846193077
196,699000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666154.9159204005
197,699000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666154.9159204005
198,699000,"[530.0,1991.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",721212.978342134
199,699888,"[682.0,2003.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",739582.734221051
200,700000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",638544.3880247711
201,700000,"[0.0,1905.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",577863.3872602885
202,700000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",612875.5451772292
203,700000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",612875.5451772292
204,700000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",612875.5451772292
205,700000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615920.0806482676
206,700000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",660065.8449783237
207,700000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",664632.6481848815
208,700000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",669199.451391439
209,700000,"[0.0,1974.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",682899.8610111112
210,700000,"[0.0,1975.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",684422.1287466306
211,700000,"[0.0,1977.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",687466.664217669
212,700000,"[540.0,1960.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",674029.4247945063
213,700000,"[691.0,2006.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",744155.6090557287
214,700000,"[700.0,1987.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",715238.5937089841
215,700000,"[716.0,1920.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",613257.4494347451
216,703000,"[0.0,1971.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",678333.0578045538
217,703000,"[818.0,1951.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",660516.5610211957
218,705000,"[0.0,1905.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",726276.4905680204
219,705000,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",653976.7740362473
220,705000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",664632.6481848815
221,705000,"[0.0,1974.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",682899.8610111112
222,707000,"[642.0,1927.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",623863.4013077291
223,710000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",638544.3880247711
224,710000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",638544.3880247711
225,710000,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",593086.0646154801
226,710000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",600697.403293076
227,710000,"[495.0,2014.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",756201.5243719434
228,710000,"[1090.0,2008.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",747469.3200400705
229,712500,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",667677.1836559195
230,714285,"[0.0,1911.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",655289.3331154818
231,715000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",638544.3880247711
232,715000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",614397.8129127487
233,715000,"[0.0,1930.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",764333.1839559996
234,715000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666154.9159204005
235,715000,"[0.0,1975.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",684422.1287466306
236,715000,"[575.0,2008.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",747121.887986558
237,717000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",664632.6481848815
238,718500,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",661588.1127138431
239,719000,"[778.0,2007.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",745736.569196404
240,720000,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",718665.1518904245
241,720000,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",617442.3483837871
242,720000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",655499.0417717663
243,720000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",663110.3804493621
244,720000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666154.9159204005
245,720000,"[0.0,1973.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",681377.5932755922
246,720000,"[0.0,1977.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",687466.664217669
247,721500,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",611353.2774417102
248,723000,"[793.0,2009.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0]",748791.2240476417
249,725000,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",885507.1899959343
250,725000,"[0.0,1907.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",580907.9227313269
251,725000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",653767.0653799628
252,725000,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",593086.0646154801
253,725000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",600697.403293076
254,725000,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",609831.0097061913
255,725000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615920.0806482676
256,725000,"[0.0,1956.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",655499.0417717663
257,725000,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",657021.3095072852
258,725000,"[0.0,1958.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",773059.1007994069
259,725000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",661588.1127138431
260,725000,"[0.0,1961.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",777625.9040059643
261,725000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666154.9159204005
262,725000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666154.9159204005
263,725000,"[0.0,1974.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",682899.8610111112
