,features,label,prediction
66,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",742000,1032523.28409393
67,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",270000,977949.1519967836
68,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",300000,977949.1519967836
69,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",323000,977949.1519967836
70,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",410000,977949.1519967836
71,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",430000,977949.1519967836
72,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",432500,977949.1519967836
73,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",490000,977949.1519967836
74,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",31941,977949.1519967836
75,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",150000,977949.1519967836
76,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",825000,1990348.4488488487
77,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",842500,1990348.4488488487
78,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",850000,1990348.4488488487
79,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",850000,1990348.4488488487
80,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",895000,1990348.4488488487
81,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",940000,1990348.4488488487
82,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1100000,1990348.4488488487
83,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1320000,1990348.4488488487
84,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",2075000,1990348.4488488487
85,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",565000,1032523.28409393
86,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",613500,1032523.28409393
87,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",620000,1032523.28409393
88,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",725000,1032523.28409393
89,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",375000,977949.1519967836
90,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",450000,977949.1519967836
91,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",480000,977949.1519967836
92,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,3.0]",160640,977949.1519967836
93,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,3.0]",206435,977949.1519967836
94,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",800000,1990348.4488488487
95,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",995000,1990348.4488488487
96,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",995000,1990348.4488488487
97,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1130000,1990348.4488488487
98,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1335000,1990348.4488488487
99,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1358193,1990348.4488488487
100,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",660000,1032523.28409393
101,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",668000,1032523.28409393
102,"[0.0,1900.0,2.0,2.0,9.0,3.0,13.0,13.0,0.0]",2250000,1990348.4488488487
103,"[0.0,1901.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",930000,2076809.4811932687
104,"[0.0,1901.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2175000,2076809.4811932687
105,"[0.0,1901.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",520000,991665.5105477547
106,"[0.0,1901.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",550000,1032523.28409393
107,"[0.0,1901.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",645000,1032523.28409393
108,"[0.0,1901.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",451000,977949.1519967836
109,"[0.0,1902.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1612500,2076809.4811932687
110,"[0.0,1902.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4200000,2076809.4811932687
111,"[0.0,1902.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",552000,991665.5105477547
112,"[0.0,1902.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1275000,2110265.6223577373
113,"[0.0,1902.0,2.0,2.0,5.0,3.0,113.0,126.0,0.0]",3000000,10842584.091988165
114,"[0.0,1903.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",530000,991665.5105477547
115,"[0.0,1903.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",575000,991665.5105477547
116,"[0.0,1903.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",485000,938953.2405681226
117,"[0.0,1903.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2750000,2110265.6223577373
118,"[0.0,1903.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",3600000,2110265.6223577373
119,"[0.0,1903.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",3100000,2208903.8957093856
120,"[0.0,1904.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1460000,2076809.4811932687
121,"[0.0,1904.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2100000,2076809.4811932687
122,"[0.0,1904.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",550000,991665.5105477547
123,"[0.0,1905.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615000,991665.5105477547
124,"[0.0,1905.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",308000,938953.2405681226
125,"[0.0,1905.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",160000,977949.1519967836
126,"[0.0,1905.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1200000,1990348.4488488487
127,"[0.0,1906.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2000000,2110265.6223577373
128,"[0.0,1907.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2448664,2076809.4811932687
129,"[0.0,1907.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",435000,938953.2405681226
130,"[0.0,1908.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",8300000,2076809.4811932687
131,"[0.0,1909.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1550000,2110265.6223577373
132,"[0.0,1909.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2667400,2110265.6223577373
133,"[0.0,1909.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",8025000,2110265.6223577373
134,"[0.0,1909.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",680000,1032523.28409393
135,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",813750,2076809.4811932687
136,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",975000,2076809.4811932687
137,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",995000,2076809.4811932687
138,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1257500,2076809.4811932687
139,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1335000,2076809.4811932687
140,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1395000,2076809.4811932687
141,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2495000,2076809.4811932687
142,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4500000,2076809.4811932687
143,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",6100000,2076809.4811932687
144,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",9950000,2076809.4811932687
145,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",509125,991665.5105477547
146,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",610000,991665.5105477547
147,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",610000,991665.5105477547
148,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",650000,991665.5105477547
149,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",457000,938953.2405681226
150,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",480000,938953.2405681226
151,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",150000,938953.2405681226
152,"[0.0,1910.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1050000,2110265.6223577373
153,"[0.0,1910.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",5295000,2110265.6223577373
154,"[0.0,1910.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",795000,2166694.489750918
155,"[0.0,1910.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",800000,2166694.489750918
156,"[0.0,1910.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",890000,2166694.489750918
157,"[0.0,1910.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",1050000,2208903.8957093856
158,"[0.0,1910.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",4568063,2208903.8957093856
159,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",760000,1990348.4488488487
160,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",790000,1990348.4488488487
161,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",875000,1990348.4488488487
162,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",950000,1990348.4488488487
163,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",989000,1990348.4488488487
164,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1156000,1990348.4488488487
165,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1300000,1990348.4488488487
166,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1905500,1990348.4488488487
167,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",163555828,1990348.4488488487
168,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",530000,1032523.28409393
169,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",560000,1032523.28409393
170,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",560000,1032523.28409393
171,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",575000,1032523.28409393
172,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",730000,1032523.28409393
173,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",280000,977949.1519967836
174,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",285000,977949.1519967836
175,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",300000,977949.1519967836
176,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",300000,977949.1519967836
177,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",325000,977949.1519967836
178,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",325000,977949.1519967836
179,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",332500,977949.1519967836
180,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",345000,977949.1519967836
181,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",350000,977949.1519967836
182,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",350000,977949.1519967836
183,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",362000,977949.1519967836
184,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",380000,977949.1519967836
185,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",390000,977949.1519967836
186,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",393000,977949.1519967836
187,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",399000,977949.1519967836
188,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",401000,977949.1519967836
189,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",425000,977949.1519967836
190,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",429000,977949.1519967836
191,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",430000,977949.1519967836
192,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",452000,977949.1519967836
193,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",470000,977949.1519967836
194,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",476000,977949.1519967836
195,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",250,977949.1519967836
196,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",182000,977949.1519967836
197,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1800000,1990348.4488488487
198,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",2345000,1990348.4488488487
199,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",517000,1032523.28409393
200,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",525000,1032523.28409393
201,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",650000,1032523.28409393
202,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",745000,1032523.28409393
203,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",445000,977949.1519967836
204,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,3.0]",136000,977949.1519967836
205,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1350000,1990348.4488488487
206,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1925000,1990348.4488488487
207,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",2200000,1990348.4488488487
208,"[0.0,1911.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",505000,991665.5105477547
209,"[0.0,1911.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",476190,977949.1519967836
210,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",770000,2076809.4811932687
211,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1240000,2076809.4811932687
212,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1560000,2076809.4811932687
213,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2800000,2076809.4811932687
214,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",5350000,2076809.4811932687
215,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",5426000,2076809.4811932687
216,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",605000,991665.5105477547
217,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",325000,938953.2405681226
218,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",400000,938953.2405681226
219,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",470000,938953.2405681226
220,"[0.0,1912.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",500000,977949.1519967836
221,"[0.0,1913.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1250000,2076809.4811932687
222,"[0.0,1913.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1300000,2076809.4811932687
223,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1480000,2076809.4811932687
224,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2125000,2076809.4811932687
225,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",550000,991665.5105477547
226,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",680000,991665.5105477547
227,"[0.0,1915.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",3520000,2166694.489750918
228,"[0.0,1915.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",4047000,2166694.489750918
229,"[0.0,1915.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",7500000,2166694.489750918
230,"[0.0,1915.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",1850000,2208903.8957093856
231,"[0.0,1915.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",2100000,2208903.8957093856
232,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",792000,1990348.4488488487
233,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",905000,1990348.4488488487
234,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",520000,1032523.28409393
235,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",715000,1032523.28409393
236,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",716000,1032523.28409393
237,"[0.0,1915.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",2500000,1990348.4488488487
238,"[0.0,1915.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",950000,1990348.4488488487
239,"[0.0,1915.0,2.0,2.0,9.0,3.0,13.0,13.0,0.0]",2850000,1990348.4488488487
240,"[0.0,1915.0,2.0,2.0,9.0,3.0,13.0,13.0,0.0]",3450000,1990348.4488488487
241,"[0.0,1915.0,2.0,2.0,9.0,3.0,13.0,13.0,0.0]",3900000,1990348.4488488487
242,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",545000,991665.5105477547
243,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",730000,991665.5105477547
244,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",375000,938953.2405681226
245,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",500000,938953.2405681226
246,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1450000,2076809.4811932687
247,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1875000,2076809.4811932687
248,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3250000,2076809.4811932687
249,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",5100000,2076809.4811932687
250,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",700000,991665.5105477547
251,"[0.0,1918.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1210000,2110265.6223577373
252,"[0.0,1918.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1725712,2110265.6223577373
253,"[0.0,1918.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",610000,1032523.28409393
254,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",910000,2076809.4811932687
255,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1050000,2076809.4811932687
256,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1150000,2076809.4811932687
257,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1225000,2076809.4811932687
258,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1262500,2076809.4811932687
