,sale_price,features,prediction
89,300000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-714065.8738466054
90,305000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1324248.1661362052
91,305000,"[291.0,1940.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-371684.9635430649
92,311000,"[0.0,1965.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-832201.9632622078
93,311500,"[0.0,1945.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-438414.9985435307
94,315000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1324248.1661362052
95,320000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
96,320000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1324248.1661362052
97,320000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-123385.42676859349
98,321000,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-24938.685588926077
99,325000,"[0.0,1902.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",408226.9756016135
100,325000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
101,325000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
102,325000,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-339968.2573638633
103,325000,"[0.0,1985.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-1225988.9279808775
104,325000,"[500.0,1988.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-1177329.1356576383
105,327000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
106,328134,"[0.0,1947.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-477793.69501540065
107,330000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
108,330000,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",177603.91958928853
109,330000,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-517172.3914872706
110,332500,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
111,335000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
112,337000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",53818.70735480636
113,338409,"[1507.0,1903.0,4.0,2.0,31.0,2.0,61.0,63.0,2.0]",6255560.244942933
114,339000,"[0.0,1949.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-517172.3914872706
115,339098,"[1077.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-1343657.1952000782
116,340000,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-162764.12324046344
117,342000,"[1539.0,1903.0,4.0,2.0,31.0,2.0,61.0,63.0,2.0]",6276910.605625838
118,348300,"[601.0,2013.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-1602175.7656505406
119,349000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
120,350000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
121,350000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
122,350000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1324248.1661362052
123,350000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-103696.07853265852
124,350000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-714065.8738466054
125,350000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-792823.2667903379
126,350000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-812512.6150262728
127,350000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-812512.6150262728
128,350000,"[0.0,1975.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-1029095.4456215426
129,350000,"[820.0,1990.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-1003204.2253004089
130,352500,"[0.0,1955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-635308.480902873
131,356300,"[863.0,2007.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-1309233.5981436223
132,357500,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-714065.8738466054
133,358000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
134,359000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
135,359000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
136,359000,"[0.0,1961.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",-3046416.429194391
137,359900,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-359657.60559979826
138,360000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
139,360000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
140,360000,"[0.0,1920.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",-19289.562770046294
141,360000,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-44628.03382486105
142,360000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-123385.42676859349
143,360000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
144,360000,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-359657.60559979826
145,362000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
146,363969,"[1550.0,1957.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",133599.3695642501
147,364260,"[864.0,2016.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-1485770.5334956944
148,365000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
149,365000,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-24938.685588926077
150,365000,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1521141.64849554
151,368786,"[542.0,1956.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-519247.64371144027
152,369456,"[0.0,1975.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",-3322067.3044974655
153,370000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
154,370000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
155,370000,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",132576.10029854625
156,370000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1324248.1661362052
157,370000,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-64317.38206079602
158,370617,"[544.0,1951.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-419466.5049890876
159,375000,"[0.0,1901.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-950150.5496534631
160,375000,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",177603.91958928853
161,375000,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",132576.10029854625
162,375000,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-44628.03382486105
163,375000,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",-2455735.9821163863
164,375000,"[0.0,1952.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-576240.4361950681
165,375000,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-674687.1773747355
166,375000,"[0.0,1976.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-1048784.7938574776
167,375901,"[626.0,2015.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-1624874.4928388894
168,376117,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
169,377500,"[0.0,1930.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1521141.64849554
170,379125,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-714065.8738466054
171,380000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
172,380000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-103696.07853265852
173,383292,"[467.0,1951.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-470840.8103823364
174,384000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
175,385000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",53818.70735480636
176,385000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1324248.1661362052
177,385000,"[0.0,1936.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-261210.86442013085
178,385000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-773133.9185544029
179,387000,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",250712.1897141412
180,390000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
181,390000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
182,390000,"[0.0,1911.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1147044.032012798
183,390000,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-44628.03382486105
184,390000,"[0.0,1957.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",-2967659.0362506583
185,390000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-753444.5703184679
186,390000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-773133.9185544029
187,390000,"[0.0,1994.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-1403193.0621042848
188,390490,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-84006.730296731
189,390716,"[467.0,1951.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-470840.8103823364
190,392000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-792823.2667903379
191,393000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
192,393000,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-64317.38206079602
193,395000,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1127354.6837768704
194,395000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",53818.70735480636
195,395000,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-103696.07853265852
196,395000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
197,395000,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-339968.2573638633
198,395000,"[0.0,1940.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-339968.2573638633
199,395000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-733755.2220825404
200,395000,"[0.0,1961.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",-3046416.429194391
201,395000,"[0.0,1962.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-773133.9185544029
202,396518,"[360.0,1900.0,2.0,2.0,11.0,1.0,16.0,16.0,2.0]",-2139820.769829858
203,398000,"[525.0,1907.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",434188.04073651135
204,399000,"[0.0,1931.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-162764.12324046344
205,399000,"[0.0,1937.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-280900.2126560658
206,400000,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1225801.4249565378
207,400000,"[0.0,1917.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1265180.1214284003
208,400000,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",53818.70735480636
209,400000,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-44628.03382486105
210,400000,"[0.0,1931.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",-2455735.9821163863
211,400000,"[0.0,1939.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-320278.9091279283
212,400000,"[0.0,1941.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-359657.60559979826
213,400000,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-595929.784431003
214,400000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-733755.2220825404
215,400000,"[0.0,1968.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-891270.0079700053
216,400000,"[0.0,1968.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-891270.0079700053
217,400000,"[333.0,1962.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-776828.2763372883
218,403897,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-103696.07853265852
219,404000,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-64317.38206079602
220,405000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-812512.6150262728
221,405000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-812512.6150262728
222,405216,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1324248.1661362052
223,406000,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-1324248.1661362052
224,406000,"[467.0,1951.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",-470840.8103823364
225,407000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
226,408000,"[0.0,2009.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-1698533.285643287
227,410000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
228,410000,"[0.0,1961.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-753444.5703184679
229,410000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-792823.2667903379
230,410000,"[10411.0,2005.0,4.0,2.0,38.0,2.0,82.0,94.0,2.0]",19547481.317810863
231,411000,"[0.0,1942.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-379346.95383573323
232,411250,"[0.0,2000.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",-3814301.01039581
233,412000,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-930461.2014175281
234,413000,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
235,413000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-792823.2667903379
236,415000,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-123385.42676859349
237,415000,"[0.0,1933.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-202142.81971232593
238,415000,"[0.0,1957.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-674687.1773747355
239,415000,"[0.0,1959.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-714065.8738466054
240,415000,"[0.0,1964.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-812512.6150262728
241,415000,"[0.0,1983.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-1186610.231509015
242,415000,"[392.0,1901.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0]",463586.6935637742
243,415740,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-103696.07853265852
244,415740,"[0.0,1930.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-143074.77500452846
245,415840,"[0.0,1929.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-123385.42676859349
246,416000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-792823.2667903379
247,416000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-792823.2667903379
248,417000,"[0.0,1901.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",-950150.5496534631
249,417250,"[0.0,1953.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-595929.784431003
250,417251,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-103696.07853265852
251,417500,"[0.0,1974.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-1009406.0973856077
252,417583,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-103696.07853265852
253,418000,"[0.0,1963.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-792823.2667903379
254,419150,"[0.0,1983.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-1186610.231509015
255,420000,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-5249.337352991104
256,420000,"[0.0,1960.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",-733755.2220825404
