,features,label,prediction
25,"[0.0,1900.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",500000,359906.5381165919
26,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1825000,1940687.110754882
27,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1840000,1940687.110754882
28,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2225000,1940687.110754882
29,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2250000,1940687.110754882
30,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2350000,1940687.110754882
31,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2600000,1940687.110754882
32,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2600000,1940687.110754882
33,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",3530000,1940687.110754882
34,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",5450000,1940687.110754882
35,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",6500000,1940687.110754882
36,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",6665000,1940687.110754882
37,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",720000,631287.9457013574
38,"[0.0,1900.0,2.0,2.0,1.0,1.0,24.0,23.0,3.0]",67705,359906.5381165919
39,"[0.0,1900.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",5362500,1940687.110754882
40,"[0.0,1900.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",1200000,1940687.110754882
41,"[0.0,1900.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",2000000,1940687.110754882
42,"[0.0,1900.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",3650000,1940687.110754882
43,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",799326,1940687.110754882
44,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",800000,1940687.110754882
45,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",825000,1940687.110754882
46,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",900000,1940687.110754882
47,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",999888,1940687.110754882
48,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1125000,1940687.110754882
49,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1591736,1940687.110754882
50,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",525000,631287.9457013574
51,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",530000,631287.9457013574
52,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",530000,631287.9457013574
53,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",535000,631287.9457013574
54,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",574000,631287.9457013574
55,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",605000,631287.9457013574
56,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",611000,631287.9457013574
57,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",637500,631287.9457013574
58,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",640000,631287.9457013574
59,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",645000,631287.9457013574
60,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",649000,631287.9457013574
61,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",650000,631287.9457013574
62,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",693300,631287.9457013574
63,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",710000,631287.9457013574
64,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",750000,631287.9457013574
65,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",750000,631287.9457013574
66,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",280000,359906.5381165919
67,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",323000,359906.5381165919
68,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",359000,359906.5381165919
69,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",360000,359906.5381165919
70,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",365000,359906.5381165919
71,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",377000,359906.5381165919
72,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",390000,359906.5381165919
73,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",410000,359906.5381165919
74,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",412500,359906.5381165919
75,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",430000,359906.5381165919
76,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",432500,359906.5381165919
77,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",450000,359906.5381165919
78,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",460000,359906.5381165919
79,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",460000,359906.5381165919
80,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",461000,359906.5381165919
81,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",481500,359906.5381165919
82,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",31941,359906.5381165919
83,"[0.0,1900.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",35054,359906.5381165919
84,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",850000,1940687.110754882
85,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1100000,1940687.110754882
86,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1320000,1940687.110754882
87,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1600000,1940687.110754882
88,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",2100000,1940687.110754882
89,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",550000,631287.9457013574
90,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",550000,631287.9457013574
91,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",595000,631287.9457013574
92,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",290000,359906.5381165919
93,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",375000,359906.5381165919
94,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",450000,359906.5381165919
95,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,3.0]",52000,359906.5381165919
96,"[0.0,1900.0,2.0,2.0,5.0,3.0,8.0,8.0,3.0]",206435,359906.5381165919
97,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",995000,1940687.110754882
98,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",999000,1940687.110754882
99,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1195000,1940687.110754882
100,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",510000,631287.9457013574
101,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",668000,631287.9457013574
102,"[0.0,1900.0,2.0,2.0,9.0,1.0,13.0,13.0,2.0]",500000,359906.5381165919
103,"[0.0,1901.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",520000,631287.9457013574
104,"[0.0,1901.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",2872500,1940687.110754882
105,"[0.0,1901.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",645000,631287.9457013574
106,"[0.0,1901.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",285000,359906.5381165919
107,"[0.0,1901.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",417000,359906.5381165919
108,"[0.0,1902.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1070000,1940687.110754882
109,"[0.0,1902.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1612500,1940687.110754882
110,"[0.0,1902.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",625000,631287.9457013574
111,"[0.0,1902.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1275000,1940687.110754882
112,"[0.0,1903.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1700000,1940687.110754882
113,"[0.0,1903.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3325000,1940687.110754882
114,"[0.0,1903.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",465000,359906.5381165919
115,"[0.0,1903.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",485000,359906.5381165919
116,"[0.0,1903.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2498000,1940687.110754882
117,"[0.0,1903.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",625000,631287.9457013574
118,"[0.0,1904.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",915000,1940687.110754882
119,"[0.0,1904.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1460000,1940687.110754882
120,"[0.0,1904.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",550000,631287.9457013574
121,"[0.0,1904.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",385000,359906.5381165919
122,"[0.0,1905.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",308000,359906.5381165919
123,"[0.0,1905.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",4225000,1940687.110754882
124,"[0.0,1905.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",817500,1940687.110754882
125,"[0.0,1906.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",515000,631287.9457013574
126,"[0.0,1906.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",5205000,1940687.110754882
127,"[0.0,1907.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,631287.9457013574
128,"[0.0,1907.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,631287.9457013574
129,"[0.0,1907.0,2.0,2.0,1.0,1.0,24.0,23.0,3.0]",18888,359906.5381165919
130,"[0.0,1907.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",6075000,1940687.110754882
131,"[0.0,1908.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1734000,1940687.110754882
132,"[0.0,1908.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",640000,631287.9457013574
133,"[0.0,1908.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1647500,1940687.110754882
134,"[0.0,1909.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3075000,1940687.110754882
135,"[0.0,1909.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",10800000,1940687.110754882
136,"[0.0,1909.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2750000,1940687.110754882
137,"[0.0,1909.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",610000,631287.9457013574
138,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",950000,1940687.110754882
139,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",995000,1940687.110754882
140,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1075000,1940687.110754882
141,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1100000,1940687.110754882
142,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1999000,1940687.110754882
143,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2250000,1940687.110754882
144,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2275000,1940687.110754882
145,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2495000,1940687.110754882
146,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3300000,1940687.110754882
147,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",4000000,1940687.110754882
148,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",509125,631287.9457013574
149,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",535000,631287.9457013574
150,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",610000,631287.9457013574
151,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615000,631287.9457013574
152,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",620000,631287.9457013574
153,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",630000,631287.9457013574
154,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",637500,631287.9457013574
155,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",666250,631287.9457013574
156,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",310000,359906.5381165919
157,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",387000,359906.5381165919
158,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",392000,359906.5381165919
159,"[0.0,1910.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1400000,1940687.110754882
160,"[0.0,1910.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",890000,1940687.110754882
161,"[0.0,1910.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",1060600,1940687.110754882
162,"[0.0,1910.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",1350000,1940687.110754882
163,"[0.0,1910.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",4568063,1940687.110754882
164,"[0.0,1910.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",17156100,1940687.110754882
165,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",861440,1940687.110754882
166,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",890000,1940687.110754882
167,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1035000,1940687.110754882
168,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1125000,1940687.110754882
169,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1156000,1940687.110754882
170,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1550000,1940687.110754882
171,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1905500,1940687.110754882
172,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",163555828,1940687.110754882
173,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",520000,631287.9457013574
174,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",522500,631287.9457013574
175,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",530000,631287.9457013574
176,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",540000,631287.9457013574
177,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",560000,631287.9457013574
178,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",575000,631287.9457013574
179,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",580000,631287.9457013574
180,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",688888,631287.9457013574
181,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",285000,359906.5381165919
182,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",325000,359906.5381165919
183,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",325000,359906.5381165919
184,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",325000,359906.5381165919
185,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",330000,359906.5381165919
186,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",350000,359906.5381165919
187,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",360000,359906.5381165919
188,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",370000,359906.5381165919
189,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",375000,359906.5381165919
190,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",380000,359906.5381165919
191,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",390000,359906.5381165919
192,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",415000,359906.5381165919
193,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",429000,359906.5381165919
194,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",439000,359906.5381165919
195,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",447500,359906.5381165919
196,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",450000,359906.5381165919
197,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",460000,359906.5381165919
198,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",460000,359906.5381165919
199,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",460000,359906.5381165919
200,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,3.0]",125000,359906.5381165919
201,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1034000,1940687.110754882
202,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1950000,1940687.110754882
203,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",517000,631287.9457013574
204,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",525000,631287.9457013574
205,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",691000,631287.9457013574
206,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",421000,359906.5381165919
207,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",445000,359906.5381165919
208,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,2.0]",485000,359906.5381165919
209,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,3.0]",136000,359906.5381165919
210,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",749000,631287.9457013574
211,"[0.0,1911.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1025000,1940687.110754882
212,"[0.0,1911.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2500000,1940687.110754882
213,"[0.0,1911.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",915000,1940687.110754882
214,"[0.0,1911.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",510000,631287.9457013574
215,"[0.0,1911.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",595240,631287.9457013574
216,"[0.0,1911.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",714285,631287.9457013574
217,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",770000,1940687.110754882
218,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1240000,1940687.110754882
219,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1899000,1940687.110754882
220,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",5426000,1940687.110754882
221,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",525000,631287.9457013574
222,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",560000,631287.9457013574
223,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",605000,631287.9457013574
224,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",615000,631287.9457013574
225,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",635000,631287.9457013574
226,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",325000,359906.5381165919
227,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",400000,359906.5381165919
228,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",445000,359906.5381165919
229,"[0.0,1912.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",855000,1940687.110754882
230,"[0.0,1912.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1145000,1940687.110754882
231,"[0.0,1913.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",8300000,1940687.110754882
232,"[0.0,1913.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",11000000,1940687.110754882
233,"[0.0,1913.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",150000,359906.5381165919
234,"[0.0,1914.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",4000000,1940687.110754882
235,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1079100,1940687.110754882
236,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1180000,1940687.110754882
237,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1480000,1940687.110754882
238,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3680000,1940687.110754882
239,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",8550000,1940687.110754882
240,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",12200000,1940687.110754882
241,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,631287.9457013574
242,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",325000,359906.5381165919
243,"[0.0,1915.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0]",730000,631287.9457013574
244,"[0.0,1915.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",7500000,1940687.110754882
245,"[0.0,1915.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",2100000,1940687.110754882
246,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1750000,1940687.110754882
247,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",635000,631287.9457013574
248,"[0.0,1915.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",2500000,1940687.110754882
249,"[0.0,1915.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",975000,1940687.110754882
250,"[0.0,1915.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1037500,1940687.110754882
251,"[0.0,1915.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",2380000,1940687.110754882
252,"[0.0,1915.0,2.0,2.0,9.0,3.0,13.0,13.0,0.0]",2850000,1940687.110754882
253,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1550000,1940687.110754882
254,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2370000,1940687.110754882
255,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0]",450000,359906.5381165919
256,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2700000,1940687.110754882
257,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0]",50000,359906.5381165919
258,"[0.0,1917.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",700000,631287.9457013574
259,"[0.0,1917.0,2.0,2.0,5.0,1.0,8.0,8.0,2.0]",400000,359906.5381165919
260,"[0.0,1918.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1607500,1940687.110754882
