,features,label,prediction
81,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",675000,974591.8245972497
82,"[0.0,1910.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",740000,974591.8245972497
83,"[0.0,1910.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2750000,1801150.6372612678
84,"[0.0,1910.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",800000,1386967.669133321
85,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",890000,1228213.2650120142
86,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1035000,1228213.2650120142
87,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",1300000,1228213.2650120142
88,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",682500,787599.4276809788
89,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",688888,787599.4276809788
90,"[0.0,1910.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",725000,787599.4276809788
91,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",770800,1306351.483708536
92,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1600000,1306351.483708536
93,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1950000,1306351.483708536
94,"[0.0,1910.0,2.0,2.0,5.0,3.0,8.0,8.0,1.0]",650000,848581.5561545693
95,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",731000,796845.766730453
96,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",731615,796845.766730453
97,"[0.0,1910.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",749000,796845.766730453
98,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1240000,1428218.7426994047
99,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1899000,1428218.7426994047
100,"[0.0,1912.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2200000,1428218.7426994047
101,"[0.0,1913.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",844915,1428218.7426994047
102,"[0.0,1913.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1250000,1428218.7426994047
103,"[0.0,1913.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1550000,1428218.7426994047
104,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",805000,1428218.7426994047
105,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",999999,1428218.7426994047
106,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1100000,1428218.7426994047
107,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1480000,1428218.7426994047
108,"[0.0,1915.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3100002,1428218.7426994047
109,"[0.0,1915.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",1850000,1976959.487659524
110,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",792000,1228213.2650120142
111,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",905000,1228213.2650120142
112,"[0.0,1915.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",630000,786838.7484848449
113,"[0.0,1915.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1037500,1241953.5392834793
114,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1080000,1428218.7426994047
115,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2833000,1428218.7426994047
116,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2850000,1428218.7426994047
117,"[0.0,1916.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",730000,974677.5894487349
118,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1875000,1428218.7426994047
119,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2600000,1428218.7426994047
120,"[0.0,1917.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",685000,974677.5894487349
121,"[0.0,1917.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",700000,786838.7484848449
122,"[0.0,1918.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3250000,1428218.7426994047
123,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1050000,1428218.7426994047
124,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1262500,1428218.7426994047
125,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1295000,1428218.7426994047
126,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1325000,1428218.7426994047
127,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2211735,1428218.7426994047
128,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2285000,1428218.7426994047
129,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3200000,1428218.7426994047
130,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",655000,974677.5894487349
131,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",675000,974677.5894487349
132,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",710000,974677.5894487349
133,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,974677.5894487349
134,"[0.0,1920.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",749000,974677.5894487349
135,"[0.0,1920.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",830000,1789176.1090421607
136,"[0.0,1920.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",950000,1789176.1090421607
137,"[0.0,1920.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1920000,1789176.1090421607
138,"[0.0,1920.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2175000,1789176.1090421607
139,"[0.0,1920.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",3126800,1789176.1090421607
140,"[0.0,1920.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",1811000,1371759.3357999877
141,"[0.0,1920.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0]",650000,1004432.7476182202
142,"[0.0,1920.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0]",725000,1004432.7476182202
143,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",820000,1228213.2650120142
144,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",825000,1228213.2650120142
145,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",825000,1228213.2650120142
146,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",860000,1228213.2650120142
147,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",870000,1228213.2650120142
148,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,0.0]",935000,1228213.2650120142
149,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",630000,786838.7484848449
150,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",645000,786838.7484848449
151,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",722958,786838.7484848449
152,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",736000,786838.7484848449
153,"[0.0,1920.0,2.0,2.0,5.0,1.0,8.0,8.0,1.0]",750000,786838.7484848449
154,"[0.0,1920.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",780000,1306351.483708536
155,"[0.0,1920.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",960000,1306351.483708536
156,"[0.0,1920.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",1100000,1306351.483708536
157,"[0.0,1920.0,2.0,2.0,5.0,3.0,8.0,8.0,0.0]",2200000,1306351.483708536
158,"[0.0,1920.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",1555000,1241953.5392834793
159,"[0.0,1920.0,2.0,2.0,9.0,3.0,13.0,13.0,0.0]",2300000,1338653.1020843699
160,"[0.0,1921.0,2.0,2.0,1.0,3.0,24.0,23.0,0.0]",2500000,1911144.6748380635
161,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1425000,1432418.6445405665
162,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1600000,1432418.6445405665
163,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1900000,1432418.6445405665
164,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1925000,1432418.6445405665
165,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1950000,1432418.6445405665
166,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2203750,1432418.6445405665
167,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2600000,1432418.6445405665
168,"[0.0,1922.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",725000,974677.5894487349
169,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",775000,1432418.6445405665
170,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",915000,1432418.6445405665
171,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1030000,1432418.6445405665
172,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1140000,1432418.6445405665
173,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1160000,1432418.6445405665
174,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1163250,1432418.6445405665
175,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1900000,1432418.6445405665
176,"[0.0,1923.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2200000,1432418.6445405665
177,"[0.0,1923.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",999000,1723361.2962207
178,"[0.0,1923.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1065000,1723361.2962207
179,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1365000,1432418.6445405665
180,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1400000,1432418.6445405665
181,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1450000,1432418.6445405665
182,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1550000,1432418.6445405665
183,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1750000,1432418.6445405665
184,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1992755,1432418.6445405665
185,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2375000,1432418.6445405665
186,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2377500,1432418.6445405665
187,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2450000,1432418.6445405665
188,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3300000,1432418.6445405665
189,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",610000,974677.5894487349
190,"[0.0,1924.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",710000,974677.5894487349
191,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,1432418.6445405665
192,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,1432418.6445405665
193,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",845000,1432418.6445405665
194,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1600000,1432418.6445405665
195,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1900000,1432418.6445405665
196,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1995000,1432418.6445405665
197,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2064675,1432418.6445405665
198,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2150000,1432418.6445405665
199,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2395000,1432418.6445405665
200,"[0.0,1925.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",724500,974677.5894487349
201,"[0.0,1925.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",2150000,1573483.0375009957
202,"[0.0,1925.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",875000,1241952.465040316
203,"[0.0,1925.0,2.0,2.0,9.0,1.0,13.0,13.0,1.0]",725000,792508.6804976129
204,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,1432418.6445405665
205,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",860000,1432418.6445405665
206,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",882000,1432418.6445405665
207,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1000000,1432418.6445405665
208,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1100000,1432418.6445405665
209,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1300000,1432418.6445405665
210,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1650000,1432418.6445405665
211,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1650000,1432418.6445405665
212,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1750000,1432418.6445405665
213,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1800000,1432418.6445405665
214,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2000000,1432418.6445405665
215,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",637867,974677.5894487349
216,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",715000,974677.5894487349
217,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",717500,974677.5894487349
218,"[0.0,1926.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",720000,974677.5894487349
219,"[0.0,1926.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",850000,1573483.0375009957
220,"[0.0,1926.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0]",2025000,1375959.2376411497
221,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",842500,1377205.6270856159
222,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",862500,1377205.6270856159
223,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",935000,1377205.6270856159
224,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1050000,1377205.6270856159
225,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1100000,1377205.6270856159
226,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1150000,1377205.6270856159
227,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1150000,1377205.6270856159
228,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1150000,1377205.6270856159
229,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1257000,1377205.6270856159
230,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1350000,1377205.6270856159
231,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1600000,1377205.6270856159
232,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1630000,1377205.6270856159
233,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1660000,1377205.6270856159
234,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1945000,1377205.6270856159
235,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2375000,1377205.6270856159
236,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2385000,1377205.6270856159
237,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",2700000,1377205.6270856159
238,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",3100000,1377205.6270856159
239,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",625000,920992.1868493516
240,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",650000,920992.1868493516
241,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",661963,920992.1868493516
242,"[0.0,1927.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0]",721500,920992.1868493516
243,"[0.0,1927.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",1142500,1516460.336813727
244,"[0.0,1927.0,2.0,2.0,1.0,1.0,24.0,23.0,0.0]",3150000,1516460.336813727
245,"[0.0,1927.0,2.0,2.0,9.0,1.0,13.0,13.0,0.0]",995000,1229713.6807158492
246,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",755000,1377205.6270856159
247,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",800000,1377205.6270856159
248,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",818750,1377205.6270856159
249,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",823500,1377205.6270856159
250,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",875000,1377205.6270856159
251,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",875000,1377205.6270856159
252,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",941881,1377205.6270856159
253,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",990000,1377205.6270856159
254,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",995000,1377205.6270856159
255,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",999000,1377205.6270856159
256,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1003076,1377205.6270856159
257,"[0.0,1928.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0]",1015000,1377205.6270856159
